,Job Title,Location,Date,Link,Job Attributes,Job Description
33,Leasing Agent,N/A,Jul  7,https://sfbay.craigslist.org/pen/sof/d/livermore-leasing-agent/7155250896.html,N/A,"

QR Code Link to This Post




Leasing Agent

Office Location:  Chestnut Square - Livermore, CAOUR MISSIONMidPen Housing is a non-profit organization who develops high-quality affordable housing communities, professionally manages the properties in those communities, and provides services to residents.SUMMARYProvide support to the Leasing Director, Community Manager, Assistant Manager and Maintenance Staff where applicable. The Leasing Agent will also field calls and be the initial contact with applicants and residents.This is a six month full-time assignment.ESSENTIAL DUTIES Answers the phones in a courteous and pleasant manner. Greets, applicants, residents and vendors. Supports Community Manager and/or Leasing Director with marketing efforts (mailing marketing materials, tracking and marketing efforts). Initiates calls to applicants on wait list for vacant units. Tracks all responses. Assists the Community Manager with certification appointment scheduling - collects all relative data to process applicant certification; processes applicant file for approval. Meets with prospective tenants and takes them on tours of the units. Accepts rental applications and ensures they are filled out completely and legibly. Assists Community Manager and/or Leasing Director in accurately and timely entering Pre-Applications into wait list software system. Initiates application background screening and approval process. Collects rent payments and security deposits under the supervision of the Community Manager. Performs other job-related duties as assigned.  MINIMUM REQUIREMENTS:EDUCATION AND EXPERIENCE High School diploma and one-year related work experience as a Leasing Agent or similar position or a combination of education and experience.  KNOWLEDGE, SKILLS, AND ABILITIES  Proficient knowledge of real estate industry, property management principles and relevant legislation. Outstanding communication skills, both verbal and written. Excellent negotiation and problem-solving skills. Strong people skills. Ability to work with people of diverse backgrounds Able to multi-task in high energy environment. Must possess a valid California Driver's License, proof of current auto insurance, and reliable transportation.  PHYSICAL REQUIREMENTS Constantly perform desk-based computer tasks Frequently sitting Occasionally stand/walk, reach/work above shoulders, grasp lightly/fine manipulation, grasp forcefully, use a telephone, sort/file paperwork or parts, lift/carry/push/pull objects that weigh up to 10 pounds Rarely twist/bend/stoop/squat, kneel/crawl.  This description reflects management's assignment of essential functions, it does not proscribe or restrict the tasks that may be assigned.Consistent with its obligations under the law, MidPen Housing Corp. will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job. 

To apply, visit https://midpen-housing.hrmdirect.com/employment/job-opening.php?req=1326679





Copyright 2017 Jobelephant.com Inc. All rights reserved.

Posted by the FREE value-added recruitment advertising agency 
jeid-826d9612e91c994186542a33eb387fe9    "
34,AR/VR Apps Review Specialist  | $35 - $40/hour,menlo park,Jul  7,https://sfbay.craigslist.org/pen/sof/d/menlo-park-ar-vr-apps-review-specialist/7155046218.html,"
compensation: $35.00 - $40.00 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/63299dcc/apply


HireArt is helping our client, an Innovative VR company, hire a detail oriented and analytical AR/VR Apps Review Specialist to test and review all applications shipped on our client's platform and ensure they are high-quality, trustworthy, and meet our client's Content Policy and Virtual Reality Checks. This position is remote to start but will transition to in-office.You'll work to ensure policy compliance for 3rd party applications through the use of manual review, data analysis, automated detection tools, and coordination with product teams.A successful candidate will be passionate about privacy and security, is detail oriented, is a strong user/developer advocate, has the ability to make quick and informed decisions, and carefully considers the societal impact of new technologies.As AR/VR Apps Review Specialist, you will:
Execute the testing process for third party submissions to the our client's platform to ensure apps meet data use, content policy, and other requirements

Report on trends and advocate for platform level solutions to common rejection reasons
Propose and drive improvements to the testing and feedback process
Communicate with developers about their submission results and provide 1:1 ticketed support
Ability to quickly identify root causes as well as subtle, hidden issues, and use logic to propose effective solutions


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/63299dcc/apply


Requirements
Minimum Qualifications
2+ years of video game QA or application testing experience
Developer advocate, proven experience helping app developers overcome challenges to help them succeed
Communication skills and experience to clearly document complex bugs and the steps to reproduce
Ability to work successfully with multiple teams
Ability to identify opportunities to improve user experience through workflows, documentation and interfaces
Ability to proactively identify gaps in data, content, or guidelines

Preferred Qualifications
BA/BS Degree
Background in information security or content policy
Previous experience working within a compliance or regulatory environment is a plus



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/63299dcc/apply

 "
35,Sr. Shopify Engineer,San Francisco,Jul  7,https://sfbay.craigslist.org/sby/sof/d/daly-city-sr-shopify-engineer/7155034978.html,"
compensation: $40 - $60 per hour

employment type: contract

telecommuting ok

","

QR Code Link to This Post


We are a Shopify Digital Media Agency in search for a special candidate to be our remote Sr. Shopify Engineer to join our team. Specialized in developing Shopify & Shopify Plus websites, across both desktop and mobile environments on the Shopify platform. We need someone who's English is fluent & can be client-facing. With the ability to complete bug fixes, document requirements & estimate new projects. If you've done Shopify Engineering & interested in scaling a dev team this is perfect for you. 

You'll be managing 5-6 Shopify clients who have multiple stakeholders. High-level communication, emotional intelligence & technical acumen is key. 

As our first line of defense, you can mitigate urgent escalations that need immediate development attention & be able to enhance our Development Workflow Processes.

We provide two overseas Development teams for you to lead & grow. Direct Shopify experience is a hard requirement. We need someone who knows Shopify like the back of their hand & can lead. 


* Bonus points for entrepreneurial-minded candidates    "
36,IT Service Management Manager,"Fairfield, CA",Jul  6,https://sfbay.craigslist.org/eby/sof/d/fairfield-it-service-management-manager/7154749243.html,"
compensation: $106,629 - $129,609 annually DOE/DOQ

employment type: full-time

","

QR Code Link to This Post


IT Service Management Manager 
Department of Information Technology
County of Solano
$106,629 - $129,609 annually DOE/DOQ
The County of Solano seeks an IT Service Management Manager to oversee IT Service Management Program within the Department of Information Technology (DoIT). We are looking for a self-starter who is an excellent communicator and brings extensive experience working within the ServiceNow IT Service Management (ITSM) SaaS platform,   advanced level knowledge in Information Technology Infrastructure Library (ITIL) methodology) and developing IT governance systems and establishing Service Asset and Configuration Management (SACM)leading practices.
This position will drive IT service delivery thought-leadership across the organizations and serve as a trusted advisor and business partner to all departments across Solano. The incumbent will be responsible for defining ITSM roadmap and lead continued service improvements focused on maturing DoIT service delivery capabilities and culture. 
The Department
DoIT has approximately 110 staff (65 FTE and 45 contractors who support infrastructure) and a combined budget (i.e., Registrar of Voters and DoIT) of approximately $31 million. DoIT serves 18 departments/internal customers encompassing approximately 3,000 employees, a County population of 440,000, and executive leadership and elected officials. Principally a Microsoft environment, additional technology products include Linux, Oracle, ESRI, MySQL, CacheDB, and Informix.  On-premise servers are highly virtualized using VMWare and Hypervisor and number approximately 550 virtual servers across two data centers.  Over 4,000 desktop/laptops, 200 tablets, 1,000 printers and over 250 business applications are part of the department’s support profile. 
Our ideal candidate is a highly motivated professional with advanced ServiceNow and ITIL knowledge, an outcome driven candidate with strong organizational change management (OCM) skill, who can identify opportunities for improvement and create solutions. We are looking for an experienced professional that can lead small to large IT projects with various stakeholder groups across an organization, advanced experience in ITSM, using ITIL methodology with the ServiceNow ITSM tool. The incumbent will be an excellent communicator in all formats (written, interpersonal, presentation, and facilitation) who has the ability to effectively influence and engage stakeholders at any level. 
Ideal technical knowledge includes: 
	ITIL methodology, including leading the adoption and implementation of ITSM processes, defining strategic objectives and initiatives of ITSM program, developing and implementing performance measurements and continual process improvements. 
	ServiceNow administration including development of maturity roadmap, providing system administration support, and end-user training. 
                    	ServiceNow Information Technology Service Management (ITSM) Module - Request Fulfillment and Catalog knowledge. 
                    Service Now IT Operation (ITOM) Module - Configuration Management Database & Discovery knowledge. 
                    ServiceNow IT Business Management (ITBM) Module – Demand, Agile, Project Management module knowledge. 
	IT Governance principles and techniques, developing and managing governance frameworks, policy, controls, guiding principles, and supporting processes. 
	Business Relationship Management best practices (e.g., service request, service level agreements, customer satisfaction surveys, business processes, priorities, and formal complaints). 
	Familiarity with and knowledge of the Software Development Lifecycle. 
	JavaScript and Json knowledge. 
	Microsoft Azure Active Directory knowledge.
Minimum Qualifications: 
	ITIL Certification in Service Design, Operations, Transition, Process Improvement or related field, 
	Bachelor’s degree from an accredited college or university, preferably in Information Technology or related field, 
	Six (6) years of information technology systems and/or application development and support experience including two (2) years of project lead or supervisory responsibility
                    Note: Additional experience may substitute on a year for year basis for the educational requirement.
	Applicants may be required to possess a valid California Driver’s License, Class C. 
Highly Desirable:
	ServiceNow Administrator or Developer certification. 
	Four years experience in IT governance, IT service delivery,  and IT Performance Management. 
	Four years experience working in the role of a ServiceNow administrator or developer. 
HOW TO APPLY:  this position is open until filled, for first consideration APPLY IMMEDIATELY at: https://wbcpinc.com/job-board/
SECURE THE DATES: 
	7/20/2020 - First round of interviews
	Additional interviews will be conducted as ideal candidates apply. 

Please contact your recruiter, Wendi Brown, with any questions: 
	866-929-WBCP (9227) toll free
	541-664-0376 (direct) 
Solano County is an Equal Employment Opportunity Employer
 "
37,Data Science Fellowship,N/A,Jul  6,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-data-science-fellowship/7154502625.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise

Pathrise (YC W18) invests in undervalued university students or young professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from heads of marketing of publicly traded companies to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 500 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship

The Pathrise Fellowship is a program for students and new grads that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry data scientists, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission

We seek to uplift and provide guidance for undervalued students and young professionals in their early career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications

You want to work with an experienced advisor who can give you expert advice.
You are eager to start your career with a job or internship at a top tech company or a rapidly growing startup.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sfdata&utm_medium=job_board "
38,Product Management Fellowship,N/A,Jul  6,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-product-management/7154502107.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sfproduct&utm_medium=job_board
"
39,Software Engineering Fellowship,N/A,Jul  6,https://sfbay.craigslist.org/sfc/sof/d/san-francisco-software-engineering/7154500180.html,"
compensation: 80,000-160,000

employment type: full-time

telecommuting ok

","

QR Code Link to This Post


What is Pathrise
Pathrise (YC W18) invests in undervalued tech professionals by coaching them to get a competitive job. The program is completely free upfront. In exchange, Pathrise fellows agree to pay back a share of their first year's salary if and only if they get hired.

Pathrise is based on insights from hundreds of hiring managers in tech; this means everyone from Google recruiters to startup CEOs. We've been featured in TechCrunch, VentureBeat, EdSurge, and The Atlantic as the ""Y Combinator for your career."" To date, we've worked with over 600 fellows and have helped them land offers at Facebook, Uber, Google, Oath, Amazon, and other top companies or exciting startups.

About the Fellowship
The Pathrise Fellowship is a program for students and new professionals that helps you land the best job possible in tech.

During the fellowship, you receive 1-on-1 mentorship from experienced industry engineers, analysts, managers, and recruiters. You learn systems to attract the attention of any company you want, find out insider information on how to ace your interviews, and more. We even directly refer you to companies in our network until you find a job you love.

Our Mission
We seek to uplift and provide guidance for tech professionals in their career. You can read more about our mission and how it all works on our website: www.pathrise.com.

Qualifications
You are interested in getting the best possible job in tech.
You want to work with an experienced advisor who can give you expert advice whether you need to learn about data structures or UI/UX patterns.
You want a team of advisors who will be by your side throughout the entire process, whenever you need, as long as you need.

Please apply here: https://www.pathrise.com/?utm_source=craigslist&utm_campaign=sfswe&utm_medium=job_board
"
40,Multiple Engineering Positions,San Jose,Jul  6,https://sfbay.craigslist.org/sfc/sof/d/alviso-multiple-engineering-positions/7154451137.html,"
compensation: N/A

employment type: full-time

","

QR Code Link to This Post


Innovium, Inc. in San Jose, CA, has multiple openings for software and hardware engineering positions, including the following:

Engineer II is responsible for developing test plans for verification based on architecture and design specifications; developing testbench components utilizing System Verilog, UVM, C, and C++; writing tests in System Verilog, UVM, python, C, and C++ to test various logical features in ASIC and SOC design blocks; debugging failures in tests and root cause issues with test environment and design; analyzing functional and structural coverage to close any coverage holes towards completion of verification of ASIC and SOC blocks; writing scripts in Python, PERL, TCL for verification and design infrastructure automation; conducting various reviews of design and verification tasks with engineering and management teams; and other duties as assigned.
Mail resumes to Attn: Crystal Smith, 6001 America Center Drive, Suite 200, San Jose, CA 95002 noting position title and job order #ENG220.

QA Technical Lead is responsible for developing test strategies, test plans for Innovium’s proprietary SDK API features; executing tests, triaging SDK issues, and automating tests using python and add to regression; developing test automation infrastructure; working with Innovium’s support and technical marketing engineering teams to troubleshoot customer issues and response to customer queries; executing tests, triaging issues, and automating tests using python and add to regression; developing test infrastructure for automating tests, including ixia and spirent automation; planning, designing, and creating test topology to test software system deployment scenarios; performing release activities of SDK architecture; debugging software and providing support and solutions to customer queries; working with Innovium’s support and technical marketing engineering teams to troubleshoot customer queries and provide resolutions to reported customer issues; conducting feature, functional and system testing of Innovium’s proprietary SDK API features; developing test strategies, test plans, and conducting tests to validate SDK API features; other duties as assigned.
Mail resumes to Attn: Crystal Smith, 6001 America Center Drive, Suite 200, San Jose, CA 95002 noting position title and job order #QATL20.

Senior Tech Lead is responsible for designing, coding, and testing functionality of Innovium SDK; working with customers directly, help integrate Innovium solutions in customer NOS and SONIC environments; analyzing and designing device drivers, coordinating networking software development across various forwarding modules; interfacing with software, hardware engineers and architects in a collaborative development environment; working across various activities that involve systems software development, to elevate new technologies and products; working with the other engineering groups throughout the product life cycle to ensure the product is delivered on time and according to specification; performing peer reviews during design and coding phases; other duties as assigned.
Mail resumes to Attn: Crystal Smith, 6001 America Center Drive, Suite 200, San Jose, CA 95002 noting position title and job order #SENTL20.

Principal Engineer responsible to perform analysis and design of Full-Chip floor planning. Perform bump planning and implementation. Perform power grid design. Design chip level floor planning. Perform budgeting of block interface timing. Architect block level place and route for computer hardware. Architect block level timing closure for computer hardware. Architect level clocking for computer hardware. Run DRC, LVS and Antenna checks to test the computer hardware and fix the violations. Responsibility for final signoff. Other duties as assigned.
Mail resumes to Attn: Crystal Smith, 6001 America Center Drive, Suite 200, San Jose, CA 95002 noting position title and job order #PRENG20.    "
41,Embedded Software Engineer | $50 - $70 per hour,menlo park,Jul  6,https://sfbay.craigslist.org/pen/sof/d/menlo-park-embedded-software-engineer/7154447126.html,"
compensation: $50 - $70 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply


HireArt is helping our client, an innovator in AI technology, hire a skilled Embedded Software Engineer to support autonomous vehicle initiatives. Candidates local to the Bay Area are preferred, but this role is also open to highly qualified remote applicants based throughout the U.S.This is a 4-month contract position with potential for conversion to a permanent role for the right candidate. This is an exciting opportunity to work on one of the most interesting, impactful problems of the decade, and to collaborate with forward-thinking problem-solvers in a dynamic startup environment. The ideal candidate is highly experienced in systems engineering and embedded systems and hardware development.As Embedded Software Engineer, you will: 
Develop and tune drivers for sensors and actuators on consumer-grade vehicles.
Design Helm software integration plans for OEM vehicles.
Identify algorithmic changes needed for adapting to various sensor sets.
Integrate Helm software into OEM middleware.
Design and implement bench testing frameworks for Helm software.
Work closely with AV engineers and Research engineers to deploy AI software to embedded devices.
Lead efforts to design and follow functional safety best practices. 


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply


Requirements

Bachelor’s degree in Computer Science or Electrical Engineering
3+ years of hands on experience with real time apps and OSes (like QNX, VxWorks etc.) on embedded hardware
Experience with embedded systems development
Experience with CUDA and TensorRT in an embedded context
Linux experience
Great communicator and collaborator 
Experience on drivers and/or kernels is ideal
Commitment: This is a full-time (40 hours per week), 4-month contract position staffed via HireArt and based in Menlo Park, CA. There is the potential for extension/conversion to a permanent position for the right candidate. Candidates local to the Bay Area are preferred, but this role is also open to highly qualified remote applicants based throughout the U.S. HireArt values diversity and is an Equal Opportunity Employer. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply
 "
42,Autonomous Vehicle Operator | $23 per hour,N/A,Jul  6,https://sfbay.craigslist.org/pen/sof/d/sunnyvale-autonomous-vehicle-operator/7154447111.html,"
compensation: $23 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply


Baidu USA, one of the R&D centers of Baidu, China’s largest search engine provider,  is growing their team of Autonomous Vehicle Operators.HireArt is looking to hire an Autonomous Vehicle Operator to work at Baidu USA’s Sunnyvale location on a contract basis. In this role, you'll operate test vehicles to directly evaluate and improve their technologies. You will be uniquely positioned to contribute to an exciting team that is leveraging artificial intelligence, deep learning, big data, advanced hardware, and high definition maps toward the goal of commercializing autonomous driving.The ideal candidate is passionate about the Autonomous Vehicle industry, enjoys facing challenges, can quickly adapt to new processes, and is eager to add value with their feedback. You'll get to work with a high caliber, talented team, learn new skills, and be introduced to advanced software and hardware environments.This is a full-time, 4-month contract role through HireArt which may require some flexibility in schedule to accommodate testing during different weather conditions.As a HireArt employee you'll receive:
Employer-subsidized health, vision, and dental insurance
Employer-subsidized life insurance
Employer-subsidized short and long-term disability insurance
Responsibilities:
Master vehicle operations processes and practices
Provide detailed feedback on the technology 
Be a voice of Apollo, an open source autonomous driving platform, to our partners, self-driving enthusiasts & curious onlookers


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply


Requirements

BA/BS degree or comparable relevant experience.  
Valid US driver's license with at least 7 years of driving experience and a clean driving record 
Must have a sound understanding of autonomous vehicle technology 
Strong desire to learn new skills and technologies
 Strong communication skills, both verbal and written 
You are a great collaborator and team player
 Experience with Linux Operating System 
Nice to Have but Not Required 
Fluent in Chinese (Mandarin)
 Proficient in Microsoft Office Suite
 Experience with public demonstrations
 Commitment: This is a full-time (40 hours per week), 4-month contract position through HireArt and based in Sunnyvale, CA. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply


About Baidu USA
Located in the heart of Silicon Valley, Baidu USA’s team of elite, world-class researchers and engineers devote their time to tackling the most challenging, change-the-world projects in AI and related fields. Baidu USA is comprised of four groups: Baidu Research US, Intelligent Driving Group US, Baidu USDC and Smart Living Group US. At Baidu USA, we act with the nimbleness of a startup, but as a global company, have access to immense computing resources and data. This makes Baidu USA the best place for those working in AI to see their work developed and potentially deployed to hundreds of millions of users. The name Baidu was inspired by a poem written more than 800 years ago during China's Song Dynasty. Baidu, whose literal meaning is “hundreds of times,” represents a persistent search for the ideal.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/40acbaec/apply

 "
43,Database Administrator,redwood city,Jul  1,https://sfbay.craigslist.org/pen/sof/d/redwood-city-database-administrator/7151885344.html,"
compensation: excellent salary and full benefits including stock options

employment type: full-time

","

QR Code Link to This Post


Database Administrator for software company in Redwood City, CA.  Must have MSc in CS, CSys, CE or EE & relevant experience or equivalent.  Send CV & references to Personal Capital Corporation 3 Lagoon Drive, #200 Redwood City, CA 94065 or email to job51@personalcapital.com or apply using this link: https://personalcapital.applytojob.com/apply/UlCr5NfOzt/Database-Administrator?source=CRAG.    "
44,UX Designer,san jose downtown,Jul  1,https://sfbay.craigslist.org/sby/sof/d/santa-clara-ux-designer/7151874092.html,"
compensation: DOE

employment type: contract

telecommuting ok

","

QR Code Link to This Post


Seeking User Experience Designer
Contract Position

About Our Company
A team of diverse, successful entrepreneurs came together to develop a browser extension that integrates information about companies’ policies and practices into the online shopping experience. For example, we tell Amazon shoppers if a company they’re about to buy from is cruelty-free, and also if a small business is selling the product they’re searching for. We’re doing a rebranding and will be announcing a new company name soon. Right now, you can visit www.jointribe.us to learn more. 

We’re seeking a User Experience (UX) Designer based in Silicon Valley who will help guide the design and expansion of our platform.


Job Description
The UX designer will develop creative and tested customer-centered solutions for our browser extension and surrounding ecosystem. You’ll work with our lead developer and product owner, with input from our CEO and marketing team. Our successful UX designer will be dedicated, flexible, research-driven, and a good communicator. A strong background in both visual design and information architecture and at least 5 years of experience in a UX role are required. 

Like many companies, we’re working from our homes right now. Your day will include plenty of Slack chats and Google Meets. When it’s safe to work in person, we’ll have regular meetings in Silicon Valley.

Hours start at 10-20 per week with an opportunity for expanded hours and potential full-time employment.

Finally, you’ll be making an impact on people and society through our mission of helping consumers put their money where their hearts are. When one of us changes how we shop, it makes a dent. When all of us change how we shop, we create a mass movement. The beta version of our extension has been off to a good start, and we know our movement can grow faster with your design help!


Responsibilities
Produce a variety of UX deliverables for information architecture and visual design of browser extensions and other interactive media
Translate business requirements into simple, concise, and compelling solutions
Create flows and wireframes to depict interaction solutions that are in line with business and IT requirements
Conduct user research and usability tests to discover customer needs and validate your solutions
Collaborate with, present to, and incorporate direction from product owners, IT developers, senior leadership, and other project resources


Qualifications
Bachelor's Degree in user experience, graphic design, marketing, human factors, or similar
Experience working with browser extensions ideal; mobile app experience also acceptable
Ability to work with and generate assets using common image formats
Understanding of HTML and CSS
Portfolio that includes user flows, wireframes, and visual designs
Proficient with visual design programs such as Sketch, Zeplin, InVision, InDesign
Experience independently leading UX projects from conception to implementation
Ready to work in a fast-changing startup environment


Experience
5+ years as a UX designer


To Apply
Please apply via email to careers@jointribe.us

Include
Brief cover letter in the email body 
Resume
Portfolio    "
45,Embedded Software Engineer | $50 - $70 per hour,menlo park,Jul  1,https://sfbay.craigslist.org/pen/sof/d/menlo-park-embedded-software-engineer/7151767024.html,"
compensation: $50 - $70 per hour

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply


HireArt is helping our client, an innovator in AI technology, hire a skilled Embedded Software Engineer to support autonomous vehicle initiatives. Candidates local to the Bay Area are preferred, but this role is also open to highly qualified remote applicants based throughout the U.S.This is a 4-month contract position with potential for conversion to a permanent role for the right candidate. This is an exciting opportunity to work on one of the most interesting, impactful problems of the decade, and to collaborate with forward-thinking problem-solvers in a dynamic startup environment. The ideal candidate is highly experienced in systems engineering and embedded systems and hardware development.As Embedded Software Engineer, you will: 
Develop and tune drivers for sensors and actuators on consumer-grade vehicles.
Design Helm software integration plans for OEM vehicles.
Identify algorithmic changes needed for adapting to various sensor sets.
Integrate Helm software into OEM middleware.
Design and implement bench testing frameworks for Helm software.
Work closely with AV engineers and Research engineers to deploy AI software to embedded devices.
Lead efforts to design and follow functional safety best practices. 


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply


Requirements

Bachelor’s degree in Computer Science or Electrical Engineering
3+ years of hands on experience with real time apps and OSes (like QNX, VxWorks etc.) on embedded hardware
Experience with embedded systems development
Experience with CUDA and TensorRT in an embedded context
Linux experience
Great communicator and collaborator 
Experience on drivers and/or kernels is ideal
Commitment: This is a full-time (40 hours per week), 4-month contract position staffed via HireArt and based in Menlo Park, CA. There is the potential for extension/conversion to a permanent position for the right candidate. Candidates local to the Bay Area are preferred, but this role is also open to highly qualified remote applicants based throughout the U.S. HireArt values diversity and is an Equal Opportunity Employer. 

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/9777f295/apply
 "
46,"Software Engineer, Automated Mapping | Toyota",los altos,Jul  1,https://sfbay.craigslist.org/pen/sof/d/los-altos-software-engineer-automated/7151763015.html,"
compensation: Competitive

employment type: full-time

","

QR Code Link to This Post



If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply


HireArt is helping TRI hire a skilled and highly motivated Software Engineer to support the development and performance of high-definition maps for autonomous driving. In an era of increasing vehicle automation, having up-to-date and highly accurate maps is critical to ensuring safe vehicle operation both on the highway and on surface roads. As Software Engineer, Mapping, you’ll have the opportunity to work with engineers and researchers innovating in autonomous mapping and driving technology. The ideal candidate is an adept engineer experienced in Linux, Git, and C++. You're also a great communicator, collaborator, and problem-solver. As Software Engineer, Mapping you will:
Collaborate with other software engineers and research scientists to improve the software behind maintaining high-definition maps for autonomous driving.
Be at the front-line interfaces between engineers, researchers, and map annotators to decrease turn-around time for map updates and feature requests.
With the guidance of senior software engineers, implement high-quality software to allow for both high-performance and easily understandable and maintainable software.
Live and breathe the software practices that produce maintainable code, including automated testing, continuous integration, code style conformity, and code review.


If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply


Requirements

B.S. in Computer Science or a related field
2+ years of professional experience in related position
A great team player and collaborator
Strong communication skills 
Experienced in Linux, Git, and C++.
Experience with 3D graphics/OpenGL preferred
Ability to work with Python code as needed
Commitment: This is a full-time (40 hours per week), 6-month contract position with potential for extension. This role is staffed via HireArt and based in Los Altos, CA. HireArt provides Equal Employment Opportunity without regard to the applicant's race, color, creed, gender, gender identity or expression, sexual orientation, national origin, age, physical or mental disability, medical condition, religion, marital status, genetic information, veteran status, or any other status protected under federal, state or local laws.

If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply


About Toyota
At Toyota Research Institute (TRI), we’re working to build a future where everyone has the freedom to move, engage, and explore with a focus on reducing vehicle collisions, injuries, and fatalities. Join us in our mission to improve the quality of human life through advances in artificial intelligence, automated driving, robotics and materials science. We’re dedicated to building a world of “mobility for all” where everyone, regardless of age or ability, can live in harmony with technology to enjoy a better life. Through innovations in AI, we’ll...● Develop vehicles incapable of causing a crash, regardless of the actions of the driver.● Develop technology for vehicles and robots to help people enjoy new levels of independence, access, and mobility.● Bring advanced mobility technology to market faster.● Discover new materials that will make drive batteries and hydrogen fuel cells smaller, lighter, less expensive and more powerful.Our work is guided by a dedication to safety – in how we research, develop, and validate the performance of vehicle technology to benefit society. As a subsidiary of Toyota, TRI is fueled by a diverse and inclusive community of people who carry invaluable leadership, experience, and ideas from industry-leading companies. Over half of our technical team carries PhD degrees. We’re continually searching for the world’s best talent ‒ people who are ready to define the new world of mobility with us!We strive to build a company that helps our people thrive, achieve work life balance, and bring their best selves to work. At TRI, you will have the opportunity to enjoy the best of both worlds ‒ a fun start up environment with brilliant people who enjoy solving tough problems and the financial backing to successfully achieve our goals. If you’re passionate about working with smart people to make cars safer, enable the elderly to age in place, or design alternative fuel sources, TRI is the place for you. ‒ Start your impossible with us. 
If you're interested in applying for the role, you can check it out here:
https://www.hireart.com/jobs/726481c8/apply

 "
